year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO
1960,Chemistry,The Nobel Prize in Chemistry 1960,"""for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science""",1/1,Individual,Willard Frank Libby,1908-12-17,"Grand Valley, CO",United States of America,United States of America,Male,University of California,"Los Angeles, CA",United States of America,USA
1960,Literature,The Nobel Prize in Literature 1960,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",1/1,Individual,Saint-John Perse,1887-05-31,Pointe-à-Pitre,Guadeloupe Island,Guadeloupe Island,Male,NA,NA,NA,GLP
1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,"""for discovery of acquired immunological tolerance""",1/2,Individual,Peter Brian Medawar,1915-02-28,Rio de Janeiro,Brazil,Brazil,Male,University College London,London,United Kingdom,BRA
1960,Medicine,The Nobel Prize in Physiology or Medicine 1960,"""for discovery of acquired immunological tolerance""",1/2,Individual,Sir Frank Macfarlane Burnet,1899-09-03,Traralgon,Australia,Australia,Male,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,AUS
1960,Peace,The Nobel Peace Prize 1960,NA,1/1,Individual,Albert John Lutuli,1898-01-01,Bulawayo,Southern Rhodesia (Zimbabwe),Zimbabwe,Male,NA,NA,NA,ZWE
1960,Physics,The Nobel Prize in Physics 1960,"""for the invention of the bubble chamber""",1/1,Individual,Donald Arthur Glaser,1926-09-21,"Cleveland, OH",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA
1961,Chemistry,The Nobel Prize in Chemistry 1961,"""for his research on the carbon dioxide assimilation in plants""",1/1,Individual,Melvin Calvin,1911-04-08,"St. Paul, MN",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA
1961,Literature,The Nobel Prize in Literature 1961,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",1/1,Individual,Ivo Andric,1892-10-10,Dolac,Bosnia (Bosnia and Herzegovina),Bosnia and Herzegovina,Male,NA,NA,NA,BIH
1961,Medicine,The Nobel Prize in Physiology or Medicine 1961,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",1/1,Individual,Georg von Békésy,1899-06-03,Budapest,Hungary,Hungary,Male,Harvard University,"Cambridge, MA",United States of America,HUN
1961,Peace,The Nobel Peace Prize 1961,NA,1/1,Individual,Dag Hjalmar Agne Carl Hammarskjöld,1905-07-29,Jönköping,Sweden,Sweden,Male,NA,NA,NA,SWE
1961,Physics,The Nobel Prize in Physics 1961,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",1/2,Individual,Robert Hofstadter,1915-02-05,"New York, NY",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA
1961,Physics,The Nobel Prize in Physics 1961,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",1/2,Individual,Rudolf Ludwig Mössbauer,1929-01-31,Munich,Germany,Germany,Male,Technical University,Munich,Germany,DEU
1962,Chemistry,The Nobel Prize in Chemistry 1962,"""for their studies of the structures of globular proteins""",1/2,Individual,John Cowdery Kendrew,1917-03-24,Oxford,United Kingdom,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,GBR
1962,Chemistry,The Nobel Prize in Chemistry 1962,"""for their studies of the structures of globular proteins""",1/2,Individual,Max Ferdinand Perutz,1914-05-19,Vienna,Austria,Austria,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,AUT
1962,Literature,The Nobel Prize in Literature 1962,"""for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception""",1/1,Individual,John Steinbeck,1902-02-27,"Salinas, CA",United States of America,United States of America,Male,NA,NA,NA,USA
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1/3,Individual,Francis Harry Compton Crick,1916-06-08,Northampton,United Kingdom,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,GBR
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1/3,Individual,James Dewey Watson,1928-04-06,"Chicago, IL",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1962,Medicine,The Nobel Prize in Physiology or Medicine 1962,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1/3,Individual,Maurice Hugh Frederick Wilkins,1916-12-15,Pongaroa,New Zealand,New Zealand,Male,London University,London,United Kingdom,NZL
1962,Peace,The Nobel Peace Prize 1962,NA,1/1,Individual,Linus Carl Pauling,1901-02-28,"Portland, OR",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA
1962,Physics,The Nobel Prize in Physics 1962,"""for his pioneering theories for condensed matter, especially liquid helium""",1/1,Individual,Lev Davidovich Landau,1908-01-22,Baku,Russian Empire (Azerbaijan),Azerbaijan,Male,Academy of Sciences,Moscow,Russia,AZE
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",1/2,Individual,Giulio Natta,1903-02-26,Imperia,Italy,Italy,Male,Institute of Technology,Milan,Italy,ITA
1963,Chemistry,The Nobel Prize in Chemistry 1963,"""for their discoveries in the field of the chemistry and technology of high polymers""",1/2,Individual,Karl Ziegler,1898-11-26,Helsa,Germany,Germany,Male,Max-Planck-Institut,Mülheim/Ruhr,Germany,DEU
1963,Literature,The Nobel Prize in Literature 1963,"""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",1/1,Individual,Giorgos Seferis,1900-03-13,Smyrna (Izmir),Ottoman Empire (Turkey),Turkey,Male,NA,NA,NA,TUR
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1/3,Individual,Alan Lloyd Hodgkin,1914-02-05,Banbury,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,GBR
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1/3,Individual,Andrew Fielding Huxley,1917-11-22,Hampstead,United Kingdom,United Kingdom,Male,University College London,London,United Kingdom,GBR
1963,Medicine,The Nobel Prize in Physiology or Medicine 1963,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1/3,Individual,Sir John Carew Eccles,1903-01-27,Melbourne,Australia,Australia,Male,Australian National University,Canberra,Australia,AUS
1963,Peace,The Nobel Peace Prize 1963,NA,1/2,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),NA,NA,NA,NA,NA,NA,NA,NA,
1963,Peace,The Nobel Peace Prize 1963,NA,1/2,Organization,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),NA,NA,NA,NA,NA,NA,NA,NA,
1963,Physics,The Nobel Prize in Physics 1963,"""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""",1/2,Individual,Eugene Paul Wigner,1902-11-17,Budapest,Austria-Hungary (Hungary),Hungary,Male,Princeton University,"Princeton, NJ",United States of America,HUN
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",1/4,Individual,J. Hans D. Jensen,1907-06-25,Hamburg,Germany,Germany,Male,University of Heidelberg,Heidelberg,Germany,DEU
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",1/4,Individual,Maria Goeppert Mayer,1906-06-28,Kattowitz (Katowice),Germany (Poland),Poland,Female,University of California,"San Diego, CA",United States of America,POL
1964,Chemistry,The Nobel Prize in Chemistry 1964,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",1/1,Individual,Dorothy Crowfoot Hodgkin,1910-05-12,Cairo,Egypt,Egypt,Female,University of Oxford,Oxford,United Kingdom,EGY
1964,Literature,The Nobel Prize in Literature 1964,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",1/1,Individual,Jean-Paul Sartre,1905-06-21,Paris,France,France,Male,NA,NA,NA,FRA
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1/2,Individual,Feodor Lynen,1911-04-06,Munich,Germany,Germany,Male,Max-Planck-Institut,Munich,Germany,DEU
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1/2,Individual,Konrad Bloch,1912-01-21,Neisse (Nysa),Germany (Poland),Poland,Male,Harvard University,"Cambridge, MA",United States of America,POL
1964,Peace,The Nobel Peace Prize 1964,NA,1/1,Individual,Martin Luther King Jr.,1929-01-15,"Atlanta, GA",United States of America,United States of America,Male,NA,NA,NA,USA
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1/4,Individual,Aleksandr Mikhailovich Prokhorov,1916-07-11,Atherton,Australia,Australia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,AUS
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1/2,Individual,Charles Hard Townes,1915-07-28,"Greenville, SC",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1/4,Individual,Nicolay Gennadiyevich Basov,1922-12-14,Usman,Union of Soviet Socialist Republics (Russia),Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,RUS
1965,Chemistry,The Nobel Prize in Chemistry 1965,"""for his outstanding achievements in the art of organic synthesis""",1/1,Individual,Robert Burns Woodward,1917-04-10,"Boston, MA",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1965,Literature,The Nobel Prize in Literature 1965,"""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",1/1,Individual,Mikhail Aleksandrovich Sholokhov,1905-05-24,Veshenskaya,Russia,Russia,Male,NA,NA,NA,RUS
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1/3,Individual,André Lwoff,1902-05-08,Ainay-le-Château,France,France,Male,Institut Pasteur,Paris,France,FRA
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1/3,Individual,François Jacob,1920-06-17,Nancy,France,France,Male,Institut Pasteur,Paris,France,FRA
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1/3,Individual,Jacques Monod,1910-02-09,Paris,France,France,Male,Institut Pasteur,Paris,France,FRA
1965,Peace,The Nobel Peace Prize 1965,NA,1/1,Organization,United Nations Children's Fund (UNICEF),NA,NA,NA,NA,NA,NA,NA,NA,
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",1/3,Individual,Julian Schwinger,1918-02-12,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",1/3,Individual,Richard P. Feynman,1918-05-11,"New York, NY",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA
