set_num,name,year,theme_id,num_parts
3189-1,Heartlake Stables,2012,494,425
319-1,Truck with Trailer,1965,378,74
3191-1,50 Jahre Anniversary Bucket,2006,505,103
319-2,Truck with Trailer,1968,378,74
3193-1,Fashion Designer Kit,2005,500,13
3194-1,Bracelet Heart,2004,500,9
3195-1,"Bracelet, Daisy",2004,500,9
3196-1,"Bracelet, Star",2004,500,9
3197-1,Small Aircraft,2001,466,16
3200-1,Beauty Studio,1997,668,34
320-1,Basic Building Set,1985,467,78
3201-1,Living Room,1997,668,37
320-2,Two-Engine Airplane,1965,374,120
3202-1,Laundry Room,1997,668,41
320-3,Two-Engine Plane,1968,374,120
3203-1,Dressing Table,1997,668,24
3204-1,Auntie Jane and Cousin Sophie,1998,668,27
3205-1,Julie's (Andrea's) Picnic Lunch,1998,668,30
3206-1,Ashley's Snack Time (Emma Making Lunch),1998,668,27
3210-1,Party Dress and Accessories,1998,668,26
321-1,Clowns,1965,366,223
3211-1,Girls' Dress and Accessories,1998,668,25
3219-1,TIE Fighter - Mini,2002,158,12
32-2,Large Ship Set,1973,433,57
3220-1,Christian with Gifts,1998,668,21
322-1,Basic Set,1981,469,82
3221-1,LEGO Truck,2010,63,278
322-2,Town House,1964,367,171
3222-1,Helicopter and Limousine,2010,53,267
322-3,Basic Building Set + Storage Case,1983,469,1
3223-1,Orange Fish,2003,204,43
322-4,Educational Gear Set,1969,523,43
3225-1,Classic Train,1998,236,282
3226-1,Cars and Planes,1998,399,311
323-1,Train,1964,380,253
3233-1,Fantasy Bird,1998,399,32
3234-1,Fantasy Boat,1998,399,27
3240-1,Andrea's Miniature Garden,1997,668,65
324-1,Ricky Racoon on his Scooter,1979,390,2
3241-1,Nursery,1997,668,58
324-2,House with Garage,1964,367,174
3242-1,Bathroom,1997,668,84
3243-1,Kitchen,1997,668,111
325-1,Basic Building Set,1990,467,109
325-2,Percy Pig's Wheelbarrow,1979,390,6
325-3,Shell Service Station,1966,367,101
3259-1,Kanoka Launcher And Disc,2004,346,2
326-1,Small Cottage,1965,367,63
3263-1,Goozle,2001,666,10
3264-1,Tez,2001,666,9
3265-1,Wazo,2001,666,6
3266-1,Tubes,2001,505,58
3267-1,Brick Runner,2001,505,25
3270-1,Dream Cottage,1997,668,131
327-1,Basic Building Set,1987,467,107
3271-1,Bob's Workshop,2001,626,11
3272-1,Scoop on the Road,2001,626,21
3273-1,"Bob, Lofty and the Mice",2001,626,20
3274-1,Bob and Muck Repair the Barn,2001,626,36
3275-1,Bob's Big Building Box,2001,626,52
3276-1,Muck and Scoop,2001,626,54
3278-1,Wallpaper Wendy (Explore),2002,626,10
3279-1,Busy Bob,2002,626,10
328-1,Moe Mouse's Roadster,1979,390,23
3281-1,Naughty Spud,2002,626,10
328-2,Biplane,1967,374,44
3282-1,Clock Tower Bob,2002,626,50
3283-1,Dizzy's Birdwatch,2002,626,45
3284-1,Bob's Busy Day,2003,626,10
3285-1,Wendy in the Office,2003,626,10
3286-1,Spud & Bird,2003,626,10
3287-1,Takutanuva,2004,347,0
3288-1,Packer,2007,626,19
3289-1,Muck & Roley in the Sunflower Factory,2007,626,36
3290-1,The Big Family House,1997,668,294
329-1,Antique Car,1967,378,111
329-2,Bernard Bear and Pickup Truck,1979,390,27
3292-1,Dizzy's Bridge Set,2005,626,20
329-3,Antique Car,1968,378,111
3293-1,Benny's Dig Set,2005,626,20
3294-1,Muck's Recycling Set,2005,626,33
3295-1,Roley's Road Set,2005,626,26
3296-1,Travis and the Mobile Caravan,2005,626,25
3297-1,Scoop and Lofty at the Building Yard,2005,626,61
3298-1,Lift and Load Sumsy,2006,626,12
3299-1,Scrambler and Dizzy at Bob's Workshop,2006,626,50
3300000-1,"The Brick Apple (LEGO Store Grand Opening Set, Rockefeller Center, New York, NY)",2010,408,133
3300001-1,Brickley,2011,22,197
3300002-1,Holiday Set 2 of 2,2011,227,117
3300003-1,LEGO Brand Retail Store,2012,408,280
3300005-1,"LEGO Store Grand Opening Exclusive Set, Copenhagen (KÃ¸benhavn), Denmark",2011,408,56
3300006-1,"The Routemaster Bus (LEGO Store Grand Opening Set, Westfield, London, UK)",2011,408,117
3300014-1,Holiday Set,2012,227,109
3300020-1,Holiday Set 1 of 2,2011,227,98
3300-1,Harold the Helicopter,2006,631,7
330081-1,Play and Build Kit for Nintendo DS - Star Wars,2011,501,6
330-1,Basic Building Set,1985,467,158
3301-1,Cranky-Loading Crane,2006,631,34
330-2,Gas Station,1978,364,212
3302-1,Soccer Field,1998,462,2
330-3,Jeep,1968,378,65
3303-1,Field Accessories,1998,462,51
330-4,Jeep,1968,378,65
3304-1,Dutch National Player,1998,462,4
3305-1,World Team Player,1998,462,4
3305-2,World Team Player - Limited Edition (England),1998,462,4
3305-3,World Team Player - Limited Edition (Netherlands),1998,462,4
3306-1,Soccer Goalies,1998,462,8
3308-1,Tribune,1998,462,85
3309-1,Head Tribune,1998,462,96
3310-1,Commentator and Press Box,1998,462,95
331-1,Dump Truck,1967,381,45
3311-1,Camera Tower,1998,462,100
331-2,Dump Truck,1968,381,45
3312-1,Medic's Station,1998,462,79
3313-1,Light Poles,1998,462,101
3314-1,Stadium Security,1998,462,144
3315-1,Olivia’s House,2012,494,734
3316-1,Friends Advent Calendar 2012,2012,216,215
3317-1,German National Player,1998,462,4
3318-1,English Player,1998,462,4
3320-1,Austrian Player,1998,462,4
332-1,Tow Truck,1967,378,56
332-2,Tow Truck,1968,381,56
3323-1,Kaufhof Promotional Set: German National Player and Ball,1998,462,5
3324-1,Kaufhof Promotional Set: World Team Player and Ball,1998,462,5
3325-1,Intelligent Train Deluxe Set (Explore),2002,634,90
3326-1,Intelligent Train Cargo (Explore),2002,634,13
3327-1,Intelligent Train Station (Explore),2002,634,26
3330-1,Racing Car,1998,468,17
333-1,Basic Set,1981,469,100
3331-1,Bird,1998,468,14
333-2,Delivery Truck,1967,382,68
3332-1,Plane,1998,468,18
333-3,Delivery Truck,1966,382,68
3333-1,Helicopter,1998,468,17
3334-1,Intelli-Train Tunnel,2002,634,10
3335-1,Intelligent Train Starter Set (Explore),2002,634,27
3336-1,Green Tub,2000,505,90
3340-1,Star Wars #1 - Sith Minifig Pack,2000,158,29
334-1,Truck with Flatbed,1967,382,72
3341-1,Star Wars #2 - Luke/Han/Boba Minifig Pack,2000,158,25
334-2,SEMI-Trailer Truck,1968,382,72
3342-1,Star Wars #3 - Troopers/Chewie Minifig Pack,2000,158,25
3343-1,Star Wars #4 - Battle Droid Minifig Pack,2000,158,33
3344-1,Mini Heroes Collection: Ninja #1,2000,434,10
3345-1,Mini Heroes Collection: Ninja #2,2000,434,24
3346-1,Mini Heroes Collection: Ninja #3,2000,434,26
3347-1,Mini Heroes Collection: Rock Raiders #1,2000,442,8
3348-1,Mini Heroes Collection: Rock Raiders #2,2000,442,23
3349-1,Mini Heroes Collection: Rock Raiders #3,2000,442,29
3350-1,Mini Heroes Collection: City #1,2000,50,27
335-1,Basic Building Set,1990,467,245
3351-1,Mini Heroes Collection: City #2,2000,72,24
335-2,Transport Truck,1967,382,99
3352-1,Salty the Dockyard Diesel,2007,631,8
335-3,Transport Truck,1967,382,99
3353-1,Spencer and Sir Topham Hatt,2007,631,45
3354-1,Gordon's Express,2007,631,13
336-1,Fire Engine,1968,376,76
3365-1,Moon Buggy,2011,52,37
3366-1,Satellite Launch Pad,2011,52,165
3367-1,Space Shuttle,2011,52,231
3368-1,Rocket Launch Center,2011,52,499
337-1,Basic Building Set,1987,467,225
337-2,Truck with Crane and Caterpillar Track,1969,381,92
3380-1,Johnny Thunder Chupa Chups Promotional,2003,300,6
338-1,Ambulance,1970,420,74
3381-1,Lord Sam Sinister Chupa Chups Promotional,2003,300,5
338-2,Blondi the Pig and Taxi Station,1979,390,39
3382-1,Jing Lee the Wanderer Chupa Chups Promotional,2003,300,4
3383-1,Chef,2003,105,6
3384-1,Train Worker Chupa Chups Promotional,2003,239,4
3385-1,Conductor Charlie,2003,239,6
3386-1,Xtreme Stunts Pepper Roni Chupa Chups Promotional,2003,407,4
3387-1,Xtreme Stunts Brickster Chupa Chups Promotional,2003,407,4
3388-1,Xtreme Stunts Snap Lockitt Chupa Chups Promotional,2003,407,4
3389-1,Skateboarder Bill Chupa Chups Promotional,2003,460,7
3390-1,Basketball Street Player Chupa Chups Promotional,2003,459,5
3391-1,"Dash, Mission Deep Sea, Chupa Chups Promotional",2003,305,9
3-4,Basic Set,1973,469,191
340-1,Basic Building Set,1985,467,220
3401-1,Shoot n' Score,2000,462,24
3401-2,Shoot 'n' Score (Zinedine Zidane Release),2000,462,24
340-2,Fire Trucks,1978,364,277
3402-1,Grandstand with Lights,2000,462,60
340-3,Railroad Control Tower,1968,367,74
3403-1,Fans' Grandstand with Scoreboard,2000,462,80
340-4,Railroad Control Tower,1963,367,74
3404-1,Black Bus,2000,462,132
3405-1,Blue Bus,2000,462,130
3406-1,Americas Bus,2000,462,130
3407-1,Red Bus,2000,462,130
3408-1,Super Sports Coverage,2000,462,224
3409-1,Championship Challenge,2000,462,294
3409-2,Championship Challenge (Special Edition),2000,462,20
3410-1,Field Expander,2000,462,53
341-1,Warehouse,1968,367,123
3411-1,Team Transport Bus,2000,462,131
341-2,Cathy Cat's & Morty Mouse's Cottage,1979,390,114
3412-1,Point Shooting,2000,462,24
341-3,Warehouse (USA/CAN Version),1968,367,123
3413-1,Goal Keeper,2000,462,27
3414-1,Precision Shooting,2000,462,23
3416-1,Women's Team,2001,462,67
3418-1,Point Shooting,2001,462,24
3419-1,Precision Shooting,2001,462,24
3420-1,Championship Challenge II,2002,462,387
3420-2,Championship Challenge II - FC Bayern Promo Edition,2003,462,387
3420-3,Championship Challenge II - L'Equipe de France Promo Edition,2002,462,387
3420-4,Championship Challenge II - Sports Edition,2004,462,387
342-1,Station,1968,367,191
3421-1,3 v 3 Shootout,2002,462,225
342-2,Terminal Building,1968,367,191
3422-1,Shoot 'N Save (non-promo),2002,462,109
3422-2,Shoot 'N Save (FC Bayern Promo Edition),2003,462,113
3423-1,Freekick Frenzy,2002,462,53
3424-1,Target Practice,2002,462,37
3425-1,Grand Championship Cup - U.S. Men's Team Cup Edition,2002,462,568
3425-2,Grand Championship Cup,2002,462,568
3426-1,Team Transport Bus Adidas Edition,2002,462,131
3427-1,NBA Slam Dunk,2003,459,55
3428-1,One vs One Action,2003,459,39
3429-1,Ultimate Defense,2003,459,82
3430-1,Spin & Shoot,2002,459,70
343-1,Train Ferry,1968,377,147
3431-1,Streetball 2 vs 2,2003,459,186
343-2,Ferry,1967,377,147
3432-1,NBA Challenge,2003,459,450
3433-1,NBA Ultimate Arena,2003,459,490
3438-1,McDonald's Restaurant,1999,75,93
3439-1,Spy Runner,2000,68,118
3440-1,NBA Jam Session Co-Pack,2003,459,71
344-1,Bungalow,1969,413,77
344-2,Service Station,1979,390,86
3442-1,"Legoland California Truck, Limited Edition",1998,85,104
3444-1,2 x 4 Ridge Roof Tiles Steep Sloped Black,2000,254,25
3445-1,2 x 4 Ridge Roof Tiles Steep Sloped Red,2000,254,25
3446-1,2 x 2 Window White,2000,254,25
3447-1,1 x 3 x 4 Wall Element Transparent Blue (Train Window),2000,254,25
3448-1,1 x 4 x 5 Black Window Frames with Clear Panes,2000,254,20
3449-1,1 x 4 x 6 Black Door Frame with Transparent Blue Panes,2000,254,10
3450-1,Statue of Liberty,2000,276,2899
345-1,House with Mini Wheel Car,1969,413,132
3451-1,Sopwith Camel,2001,673,577
345-2,Small Bucket for Her,1993,467,135
345-3,House with Mini-Wheel Car,1970,413,132
3453-1,2 x 2 Black Bricks,2000,254,100
3454-1,2 x 2 Light Gray Bricks,2003,254,100
3455-1,2 x 2 White Bricks,2003,254,100
3456-1,2 x 2 Dark Green Bricks,2000,254,100
3457-1,2 x 2 Red Bricks,2000,254,100
3458-1,2 x 4 Black Bricks,2000,254,50
3459-1,2 x 4 Light Gray Bricks,2003,254,50
3460-1,2 x 4 White Bricks,2003,254,50
346-1,Jumbo Jet,1970,412,117
3461-1,2 x 4 Dark Green Bricks,2000,254,50
346-2,House with Car,1969,413,167
3462-1,2 x 4 Red Bricks,2000,254,50
3463-1,2 x 8 Black Bricks,2000,254,25
3464-1,2 x 8 Light Gray Bricks,2003,254,25
3465-1,2 x 8 White Bricks,2003,254,25
3466-1,2 x 8 Dark Green Bricks,2000,254,25
3467-1,2 x 8 Red Bricks,2000,254,25
3468-1,1 x 4 Black Bricks,2000,254,50
3469-1,1 x 4 Light Gray Bricks,2003,254,50
3470-1,1 x 4 White Bricks,2003,254,50
347-1,Fire Station with Mini Cars,1970,417,206
3471-1,1 x 4 Dark Green Bricks,2000,254,50
347-2,Basic Building Set,1987,467,330
3472-1,1 x 4 Red Bricks,2000,254,50
347-3,Doc David's Hospital,1979,390,108
3473-1,1 x 6 Black Bricks,2000,254,50
347-4,Fire Station with Mini-Wheel Vehicles,1969,417,206
3474-1,1 x 6 Light Gray Bricks,2000,254,50
3475-1,1 x 6 White Bricks,2000,254,50
3476-1,1 x 6 Dark Green Bricks,2000,254,50
3477-1,1 x 6 Red Bricks,2000,254,50
3478-1,1 x 8 Black Bricks,2000,254,25
3479-1,1 x 8 Light Grey Bricks,2000,254,25
3480-1,1 x 8 White Bricks,2003,254,25
348-1,Garage with Automatic Doors,1971,413,38
3481-1,1 x 8 Dark Green Bricks,2000,254,25
348-2,Mini-Wheel Car and Truck Set,1970,423,187
3482-1,1 x 8 Red Bricks,2000,254,25
3483-1,2 x 4 Black Plates,2000,254,100
3484-1,2 x 4 White Plates,2000,254,100
3485-1,2 x 4 Red Plates,2000,254,100
3486-1,1 x 6 Black Plates,2000,254,50
3487-1,1 x 6 White Plates,2000,254,50
3488-1,1 x 6 Red Plates,2000,254,50
3489-1,2 x 8 Black Plates,2000,254,25
3490-1,2 x 8 White Plates,2000,254,25
349-1,Swiss Chalet,1971,413,81
3491-1,2 x 8 Red Plates,2000,254,25
3492-1,2 x 2 Black Smooth Tiles,2000,254,100
3493-1,2 x 2 White Smooth Tiles,2000,254,100
3494-1,2 x 2 Red Smooth Tiles,2000,254,100
3495-1,2 x 2 Roof Tiles Steep Sloped Black,2003,254,100
3496-1,2 x 2 Roof Tiles Steep Sloped Red,2003,254,100
3497-1,2 x 4 Roof Tile Black,2003,254,50
3498-1,2 x 4 Roof Tile Red,2000,254,50
3499-1,Small Spruce Trees,2000,254,25
3500-1,Kobe Bryant,2003,459,4
350-1,Spanish Villa,1971,413,126
3501-1,Jet-Car,1998,480,26
350-2,Basic Building Set,1985,467,315
3502-1,Bi-Wing,1998,480,24
350-3,Town Hall with Leonard Lion & Friends,1979,390,138
3503-1,Mini-Sonic,1998,480,22
3504-1,Hook-Truck,1998,480,30
3505-1,Aeroplane,1999,480,23
3506-1,Motorbike,1999,480,26
3507-1,1 x 4 x 3 Wall Element Clear,2001,254,25
3508-1,1 x 4 x 5 Black Window Frame with Blue Pane,2001,254,20
35-1,Screws for Motor Case,1977,443,2
3510-1,Polybag,1998,480,25
351-1,Loader Hopper with Truck,1971,416,170
3511-1,Funny Crocodile (Explore),2003,505,16
3512-1,Funny Giraffe,2003,505,21
3513-1,Funny Lion (Explore),2003,505,23
3514-1,Rhino and Lion,2003,505,29
3515-1,African Adventures,2003,505,52
3517-1,Blue Deer (Explore),2003,505,10
3518-1,Yellow Duck (Explore),2003,505,11
3519-1,Green Parrot (Explore),2003,505,10
3520-1,Forklift,1999,480,39
352-1,Windmill and Lorry,1972,413,142
3521-1,Racer,1999,480,34
3529-1,Pau Gasol,2003,459,4
3530-1,Tony Parker,2003,459,4
353-1,Terrace House with Car and Garage,1972,413,153
3531-1,Tri-Bike,1998,480,29
3532-1,Jet-Ski,1998,480,27
3535-1,Skateboard Street Park,2003,460,68
3536-1,Snowboard Big Air Comp,2003,460,81
3537-1,Skateboard Vert Park Challenge,2003,460,92
3538-1,Snowboard Boarder Cross Race,2003,460,197
3540-1,Puck Passer,2003,461,46
354-1,Police Heliport,1972,421,170
3541-1,Slap Shot,2003,461,47
3542-1,Flip Shot,2003,461,48
3543-1,Slammer Goalie,2003,461,45
3544-1,Hockey Game Set,2003,461,153
3545-1,Hockey Puck Feeder,2003,461,152
3548-1,Slam Dunk Trainer,2003,459,19
3548-2,Slam Dunk Trainer (Kabaya Promotional),2003,459,19
3549-1,Practice Shooting,2003,459,17
3549-2,Practice Shooting (Kabaya Promotional),2003,459,17
3550-1,Jump and Shoot,2003,459,17
3550-2,Jump and Shoot (Kabaya Promotional),2003,459,17
355-1,Town Center Set with Roadways,1972,413,332
3551-1,Dino-Jet,1998,480,80
355-2,Basic Set,1981,469,160
3552-1,Hover Sub with motor,1998,480,126
3554-1,Helicopter,1999,480,79
3555-1,Jeep,1999,480,262
3557-1,Blue Player & Goal,2004,461,31
3558-1,Red Player & Goal,2004,461,31
3559-1,Red & Blue Player,2004,461,39
3560-1,NBA Collectors #1,2003,459,15
356-1,Swiss Villa,1973,413,150
3561-1,NBA Collectors #2,2003,459,15
356-2,Basic Building Set with Storage Case,1987,467,331
3562-1,NBA Collectors #3,2003,459,16
3563-1,NBA Collectors #4,2003,459,15
3564-1,NBA Collectors #5,2003,459,15
3565-1,NBA Collectors #6,2003,459,15
3566-1,NBA Collectors #7,2003,459,15
3567-1,NBA Collectors #8,2003,459,15
3568-1,Soccer Target Practice,2006,462,26
3569-1,Grand Soccer Stadium,2006,462,382
3570-1,Street Soccer,2006,462,198
357-1,Fire Station,1973,417,234
3571-1,Blackmobile with motor,1998,480,143
3573-1,Superstar Figure ,2007,462,9
3578-1,NHL Championship Challenge,2004,461,397
3579-1,Street Hockey,2004,461,120
358-1,Rocket Base,1973,422,276
3581-1,Formula Z Car in Storage Case,1998,480,172
3582-1,Ant,1999,480,258
3584-1,Rapid Return,2003,459,47
3585-1,Snowboard Super Pipe,2003,460,226
3586-1,Stunt Plane (Explore),2003,504,8
3587-1,Mini Dozer (Explore),2003,504,14
3588-1,Heavy Truck (Explore),2003,504,17
3589-1,Chopper (Explore),2003,504,22
3590-1,Drill (Explore),2003,504,24
359-1,Environment Plate,1972,473,1
3591-1,Heli-Transport (Rota-Beast),1998,480,265
3594-1,Bob's Workshop,2009,626,14
3595-1,Scoop at Bobland Bay,2009,626,28
3596-1,Muck Can Do It,2009,626,39
3597-1,Lofty and Dizzy Hard at Work,2009,626,51
3598-1,XXL 2000 Canister,2005,37,2000
3599-1,XXL 250 Canister,2005,505,250
3-6,Medium House Set,1970,433,158
3600-1,Build Your Own House Tub,2005,37,1201
360-1,Gravel Quarry,1974,416,211
3601-1,Elton Elephant,1981,390,7
3602-1,Bianca Lamb and Stroller,1980,390,6
3603-1,Boris Bulldog and Mailbox,1981,390,4
3604-1,Marc Monkey and Wheelbarrow,1980,390,4
3605-1,Ricky Racoon and his Scooter,1980,390,2
3605-2,Birthday Party (Explore),2002,632,9
3606-1,Go-Kart Transport (Rescue Service) (Explore),2002,632,6
3607-1,Police Action (Explore),2002,632,7
3608-1,Playground (Explore),2002,632,19
3609-1,Beach House (Explore),2002,632,5
3610-1,Campsite (Explore),2002,632,8
361-1,Tea Garden Cafe with Baker's Van,1974,413,214
3611-1,Road Worker (Explore),2002,632,11
361-2,Garage,1979,85,79
3612-1,Wild Animals (Explore),2002,632,35
361-3,Tow Truck Kit,1971,423,22
3613-1,Fire Rescue (Explore),2002,632,28
3614-1,Racing (Explore),2002,632,30
3615-1,Percy Pig's Wheelbarrow,1981,390,6
3615-2,Theatre Stories (Explore),2002,504,38
3616-1,On the Move Police Station (Explore),2001,632,13
3617-1,On the Move Hospital (Explore),2002,632,13
3618-1,Family Farm (Explore),2002,632,52
3619-1,Traffic Town (Explore),2002,632,73
3620-1,Playhouse (Explore),2002,652,83
362-1,Windmill,1975,413,211
3621-1,Polar Animals (Explore),2002,632,28
3622-1,Rowboat,1988,390,14
3623-1,Beauty Salon,1988,390,26
3624-1,Flower Car,1985,390,27
3625-1,Aeroplane,1985,390,9
3626-1,Roger Raccoon's Sports Car,1983,390,17
3627-1,Bonnie Rabbit's Flower Truck,1983,390,25
3628-1,Perry Panda & Chester Chimp,1981,390,5
3629-1,Barney Bear,1981,390,17
3630-1,Sports Airplane,1984,390,9
363-1,Hospital with Figures,1975,420,229
3631-1,Orchestra,1985,390,32
3633-1,Motor Boat,1986,390,14
3634-1,Charlie Crow's Carry-All,1980,390,18
3635-1,Bonnie Bunny's Camper,1981,390,33
3636-1,Bedroom,1987,390,22
3637-1,Gertrude Goat's Painter's Truck,1983,390,15
3638-1,Buster Bulldog's Fire Engine,1983,390,19
3639-1,Police Car,1984,390,14
364-1,Harbour Scene,1975,419,515
3641-1,Car & Camper,1985,390,25
3642-1,Fire Engine,1985,390,18
3643-1,Police Car,1985,390,14
3644-1,Mayor's Car,1986,390,12
3645-1,Classroom,1987,390,26
3646-1,Kitchen,1988,390,55
3647-1,School Room,1989,390,45
3648-1,Police Chase,2011,61,173
3650-1,First Rollabout,2002,440,7
365-1,Wild West Scene,1975,424,596
3651-1,Friends,2002,440,12
365-2,Build-N-Store Chest,1990,467,339
3654-1,Country Cottage,1982,390,44
3655-1,Fire Action (Explore),2003,632,11
3656-1,Police Action (Explore),2003,632,32
3657-1,Fire Fighters (Explore),2003,632,40
3658-1,Police Helicopter,2011,61,237
3659-1,Play Ground,1987,390,17
3660-1,Fisherman's Cottage,1985,390,29
366-1,Basic Set,1981,469,186
3661-1,Bank & Money Transfer,2011,61,409
3662-1,Bus,1987,390,33
3663-1,Max Mouse's Carousel,1989,390,24
3664-1,Police Station,1984,390,63
3665-1,Ice Cream with Scooter,1980,390,39
3666-1,Petrol Station,1982,390,30
3667-1,Bakery,1982,390,65
3668-1,Merry-Go-Round,1986,390,49
3669-1,Fire & Police Station,1982,390,34
3670-1,Service Station,1984,390,54
367-1,Moon Landing,1975,422,363
3671-1,Airport,1984,390,55
367-2,Mini Airport & Vehicles,1970,523,0
3672-1,Hotel / Restaurant,1982,390,71
3673-1,Steamboat,1985,390,64
3674-1,Bonnie Bunny's New House,1987,390,43
3675-1,General Store,1987,390,107
3676-1,Catherine Cat's Fun Park,1989,390,47
3677-1,Red Cargo Train,2011,66,827
3678-1,The Fabuland House,1982,390,118
3679-1,Mill with Shop,1986,390,80
3680-1,Camping Caravan,1988,390,27
368-1,Taxi Station,1976,413,156
3681-1,Amusement Park,1985,390,105
3682-1,Fire Station,1987,390,153
3683-1,Amusement Park,1988,390,98
369-1,Coast Guard Station,1976,415,274
3695-1,Figure Collection,1982,390,80
3700-1,Emergency Vehicles,2003,440,2
370-1,Police Headquarters,1976,421,300
3701-1,Fisherman Cornelius Cat,1982,390,3
3703-1,Peter Pig the Cook,1982,390,3
3704-1,Marjorie Mouse,1982,390,3
3706-1,Elmer Elephant,1982,390,3
3707-1,Clover Cow,1982,390,3
3708-1,Rufus Rabbit,1982,390,4
3709-1,"Henry Horse, Carpenter",1983,390,3
3710-1,Peter Panda Takes a Bath,1983,390,3
371-1,Tipper Truck,1971,416,47
3711-1,Pierre Pig and His Tuba,1984,390,5
371-2,Motorized Truck Set,1967,301,314
3712-1,Robby Rabbit and Accordion,1984,390,5
371-3,Seaplane,1977,412,115
3713-1,Drummer Gabriel Monkey,1984,390,8
3714-1,Bricklayer Oscar Orangutan,1985,390,9
3715-1,Flower Stand,1985,390,21
3716-1,Office,1985,390,10
3717-1,Fisherman,1985,390,10
3718-1,Small Cafe,1986,390,7
3719-1,Bus Stop,1987,390,5
372-1,Texas Rangers,1977,424,256
3721-1,Clive Crocodile on Skateboard,1988,390,13
372-2,Tow Truck,1971,423,53
3722-1,Treasure Tomb,1998,297,164
3723-1,Lego Minifigure,2000,276,1849
3724-1,Lego Dragon,2001,276,1538
3725-1,1 x 2 Brick Light Gray,2003,254,100
3726-1,1 x 2 Brick Dark Gray,2003,254,100
3727-1,1 x 2 Brick Tan,2000,254,100
3729-1,2 x 4 Dark Gray Bricks,2000,254,50
3730-1,2 x 4 Tan Bricks,2000,254,50
373-1,Offshore Rig with Fuel Tanker,1977,418,460
3731-1,Pumpkin Pack,2000,230,87
373-2,Ambulance,1971,420,65
